Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, BATTERY MANAGEMENT SYSTEM, MATLAB",23,10,2026-05-16T19:22:44.631817+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, ISO 26262, AUTOSAR",33,17,2026-05-16T19:22:44.631866+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, MATLAB, SIMULINK",20,18,2026-05-16T19:22:44.631910+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Battery management system Platforms, Cloud Infrastructure Services","BATTERY MANAGEMENT SYSTEM, CAN BUS, LITHIUM-ION",29,17,2026-05-16T19:22:44.631955+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, MATLAB, SIMULINK",32,21,2026-05-16T19:22:44.631995+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, BATTERY MANAGEMENT SYSTEM, ISO 26262",28,25,2026-05-16T19:22:44.632039+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","SIMULINK, BMS, AUTOSAR",18,11,2026-05-16T19:22:44.632080+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, BATTERY MANAGEMENT SYSTEM, ISO 26262",19,11,2026-05-16T19:22:44.632129+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, HIGH VOLTAGE, ISO 26262",25,23,2026-05-16T19:22:44.632170+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, CAN BUS, HIGH VOLTAGE",23,21,2026-05-16T19:22:44.632215+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, LITHIUM-ION, EMBEDDED C++",23,12,2026-05-16T19:22:44.632255+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"High voltage Platforms, Cloud Infrastructure Services","HIGH VOLTAGE, AUTOSAR, SIMULINK",16,11,2026-05-16T19:22:44.632299+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, SIMULINK, MATLAB",32,27,2026-05-16T19:22:44.632339+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","SIMULINK, MATLAB, BMS",31,10,2026-05-16T19:22:44.632390+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, BATTERY MANAGEMENT SYSTEM, AUTOSAR",33,16,2026-05-16T19:22:44.632435+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, LITHIUM-ION, BATTERY MANAGEMENT SYSTEM",33,20,2026-05-16T19:22:44.632481+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",West Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, LITHIUM-ION, BATTERY MANAGEMENT SYSTEM",25,11,2026-05-16T19:22:44.632522+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, SIMULINK, ISO 26262",30,14,2026-05-16T19:22:44.632567+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, EMBEDDED C++, AUTOSAR",29,15,2026-05-16T19:22:44.632607+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, EMBEDDED C++, LITHIUM-ION",28,24,2026-05-16T19:22:44.632651+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, BATTERY MANAGEMENT SYSTEM, LITHIUM-ION",20,12,2026-05-16T19:22:44.632691+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, SIMULINK, LITHIUM-ION",34,24,2026-05-16T19:22:44.632735+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, MATLAB, HIGH VOLTAGE",31,8,2026-05-16T19:22:44.632776+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, SIMULINK, LITHIUM-ION",30,18,2026-05-16T19:22:44.632828+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, EMBEDDED C++, LITHIUM-ION",33,17,2026-05-16T19:22:44.632876+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, CAN BUS, AUTOSAR",15,23,2026-05-16T19:22:44.632924+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","ISO 26262, BMS, MATLAB",30,10,2026-05-16T19:22:44.632964+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, SIMULINK, ISO 26262",16,17,2026-05-16T19:22:44.633009+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, SIMULINK, CAN BUS",15,17,2026-05-16T19:22:44.633049+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, MATLAB, AUTOSAR",24,15,2026-05-16T19:22:44.633094+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","SIMULINK, MATLAB, BMS",28,9,2026-05-16T19:22:44.633137+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, EMBEDDED C++, AUTOSAR",32,28,2026-05-16T19:22:44.633181+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, HIGH VOLTAGE, SIMULINK",25,27,2026-05-16T19:22:44.633224+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, MATLAB, LITHIUM-ION",20,22,2026-05-16T19:22:44.633268+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","EMBEDDED C++, HIGH VOLTAGE, BMS",17,26,2026-05-16T19:22:44.633308+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, BATTERY MANAGEMENT SYSTEM, HIGH VOLTAGE",28,21,2026-05-16T19:22:44.633352+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, LITHIUM-ION, CAN BUS",34,17,2026-05-16T19:22:44.633392+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, AUTOSAR, ISO 26262",28,21,2026-05-16T19:22:44.633436+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, HIGH VOLTAGE, EMBEDDED C++",26,15,2026-05-16T19:22:44.633476+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, ISO 26262, MATLAB",26,22,2026-05-16T19:22:44.633523+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, CAN BUS, MATLAB",15,26,2026-05-16T19:22:44.633563+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","AUTOSAR, BMS, MATLAB",20,28,2026-05-16T19:22:44.633616+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"Lithium-ion Platforms, Cloud Infrastructure Services","LITHIUM-ION, EMBEDDED C++, BATTERY MANAGEMENT SYSTEM",27,11,2026-05-16T19:22:44.633660+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, MATLAB, HIGH VOLTAGE",30,22,2026-05-16T19:22:44.633705+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"Matlab Platforms, Cloud Infrastructure Services","MATLAB, EMBEDDED C++, SIMULINK",24,16,2026-05-16T19:22:44.633746+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","CAN BUS, BMS, MATLAB",35,15,2026-05-16T19:22:44.633791+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",West Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, HIGH VOLTAGE, LITHIUM-ION",32,17,2026-05-16T19:22:44.633843+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BATTERY MANAGEMENT SYSTEM, LITHIUM-ION, BMS",27,13,2026-05-16T19:22:44.633888+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, ISO 26262, BATTERY MANAGEMENT SYSTEM",19,10,2026-05-16T19:22:44.633928+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, LITHIUM-ION, SIMULINK",34,12,2026-05-16T19:22:44.633972+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"Embedded c++ Platforms, Cloud Infrastructure Services","EMBEDDED C++, CAN BUS, AUTOSAR",35,15,2026-05-16T19:22:44.634016+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","MATLAB, AUTOSAR, BMS",28,16,2026-05-16T19:22:44.634060+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BATTERY MANAGEMENT SYSTEM, SIMULINK, BMS",35,23,2026-05-16T19:22:44.634103+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","MATLAB, BMS, BATTERY MANAGEMENT SYSTEM",16,22,2026-05-16T19:22:44.634147+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",North East Michigan,"Iso 26262 Platforms, Cloud Infrastructure Services","ISO 26262, MATLAB, LITHIUM-ION",30,15,2026-05-16T19:22:44.634190+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",West Michigan,"Can bus Platforms, Cloud Infrastructure Services","CAN BUS, LITHIUM-ION, EMBEDDED C++",25,25,2026-05-16T19:22:44.634234+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, LITHIUM-ION, CAN BUS",25,10,2026-05-16T19:22:44.634274+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",West Michigan,"Autosar Platforms, Cloud Infrastructure Services","AUTOSAR, HIGH VOLTAGE, LITHIUM-ION",28,26,2026-05-16T19:22:44.634318+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Southeast Michigan,"High voltage Platforms, Cloud Infrastructure Services","HIGH VOLTAGE, MATLAB, SIMULINK",35,27,2026-05-16T19:22:44.634357+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000, SCADA Systems","BMS, MATLAB, SIMULINK",17,25,2026-05-16T19:22:44.634402+00:00
Live Online Aggregate Feed (LinkedIn/Indeed Index),"EV, Mobility & Automotive Manufacturing",Principal EV Battery Software Engineer Specialist,"Michigan, USA",Northwest Michigan,"Simulink Platforms, Cloud Infrastructure Services","SIMULINK, MATLAB, HIGH VOLTAGE",24,10,2026-05-16T19:22:44.634442+00:00
