Record_Origin,Industry_Sector,Job_Title,Location,Region,Top_In_Demand_Technologies_MI (80% Share),Derived_Skill_DNA_Tokens,Market_Demand_Share_Pct,Projected_Growth_Rate_2026_Pct,Timestamp_UTC
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'Lithium-ion Safety', 'Power Electronics', 'Simulink']",31,23,2026-05-16T19:13:21.159480+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Southeast Michigan,High Voltage Power Electronics Architecture,"['BMS', 'ISO 26262', 'LIN Bus', 'Matlab']",33,25,2026-05-16T19:13:21.159487+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['Drivetrain Integration', 'LIN Bus', 'Power Electronics', 'Simulink']",18,14,2026-05-16T19:13:21.159494+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'Drivetrain Integration', 'Matlab', 'Simulink']",20,27,2026-05-16T19:13:21.159502+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'Embedded C++', 'Simulink', 'UDS']",15,25,2026-05-16T19:13:21.159516+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",North East Michigan,AUTOSAR & ISO 26262 Frameworks,"['CAN Bus', 'High Voltage', 'Power Electronics', 'UDS']",18,9,2026-05-16T19:13:21.159525+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['CAN Bus', 'Embedded C++', 'High Voltage', 'ISO 26262']",21,28,2026-05-16T19:13:21.159533+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['High Voltage', 'Power Electronics', 'Simulink', 'UDS']",32,16,2026-05-16T19:13:21.159551+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",South Central Michigan,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'Drivetrain Integration', 'Power Electronics', 'Thermal Management']",17,11,2026-05-16T19:13:21.159560+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",Northwest Michigan,AUTOSAR & ISO 26262 Frameworks,"['High Voltage', 'ISO 26262', 'Simulink', 'Thermal Management']",26,25,2026-05-16T19:13:21.159568+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",West Michigan,AUTOSAR & ISO 26262 Frameworks,"['CAN Bus', 'Drivetrain Integration', 'LIN Bus', 'Simulink']",15,15,2026-05-16T19:13:21.159575+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'Embedded C++', 'High Voltage', 'Lithium-ion Safety']",31,17,2026-05-16T19:13:21.159594+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['BMS', 'Drivetrain Integration', 'Embedded C++', 'Power Electronics']",29,12,2026-05-16T19:13:21.159603+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Northwest Michigan,AUTOSAR & ISO 26262 Frameworks,"['CAN Bus', 'LIN Bus', 'Power Electronics', 'Simulink']",25,24,2026-05-16T19:13:21.159610+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",East Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'LIN Bus', 'Matlab', 'Power Electronics']",32,24,2026-05-16T19:13:21.159618+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['ISO 26262', 'Matlab', 'Power Electronics', 'Simulink']",18,9,2026-05-16T19:13:21.159625+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'Embedded C++', 'Matlab', 'Simulink']",21,12,2026-05-16T19:13:21.159632+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'CAN Bus', 'Matlab', 'Thermal Management']",19,27,2026-05-16T19:13:21.159639+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000","['ISO 26262', 'LIN Bus', 'Lithium-ion Safety', 'Power Electronics']",33,19,2026-05-16T19:13:21.159646+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'Lithium-ion Safety', 'Power Electronics', 'Simulink']",34,21,2026-05-16T19:13:21.159653+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Southeast Michigan,High Voltage Power Electronics Architecture,"['BMS', 'CAN Bus', 'Lithium-ion Safety', 'Thermal Management']",23,16,2026-05-16T19:13:21.159660+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",North East Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'BMS', 'ISO 26262', 'Simulink']",20,20,2026-05-16T19:13:21.159667+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['AUTOSAR', 'Lithium-ion Safety', 'Simulink', 'UDS']",23,21,2026-05-16T19:13:21.159674+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'Embedded C++', 'Power Electronics', 'UDS']",32,14,2026-05-16T19:13:21.159681+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Southeast Michigan,High Voltage Power Electronics Architecture,"['LIN Bus', 'Lithium-ion Safety', 'Power Electronics', 'Simulink']",23,28,2026-05-16T19:13:21.159688+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['AUTOSAR', 'LIN Bus', 'Lithium-ion Safety', 'Power Electronics']",21,19,2026-05-16T19:13:21.159703+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['CAN Bus', 'LIN Bus', 'Matlab', 'Power Electronics']",35,24,2026-05-16T19:13:21.159712+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'CAN Bus', 'Embedded C++', 'Lithium-ion Safety']",28,12,2026-05-16T19:13:21.159719+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",East Michigan,AUTOSAR & ISO 26262 Frameworks,"['Embedded C++', 'LIN Bus', 'Matlab', 'Thermal Management']",27,8,2026-05-16T19:13:21.159726+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'Lithium-ion Safety', 'Power Electronics', 'UDS']",17,16,2026-05-16T19:13:21.159733+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Southeast Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'LIN Bus', 'Matlab', 'Thermal Management']",18,25,2026-05-16T19:13:21.159740+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['High Voltage', 'LIN Bus', 'Matlab', 'Power Electronics']",25,28,2026-05-16T19:13:21.159747+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Southeast Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'Embedded C++', 'LIN Bus', 'Lithium-ion Safety']",25,16,2026-05-16T19:13:21.159755+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",West Michigan,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'Drivetrain Integration', 'Embedded C++', 'Power Electronics']",23,8,2026-05-16T19:13:21.159762+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",BMS Software Developer,"Michigan, USA",Southeast Michigan,AUTOSAR & ISO 26262 Frameworks,"['Embedded C++', 'ISO 26262', 'Lithium-ion Safety', 'Simulink']",22,20,2026-05-16T19:13:21.159769+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'LIN Bus', 'Lithium-ion Safety', 'Matlab']",20,24,2026-05-16T19:13:21.159776+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Upper Peninsula,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'CAN Bus', 'LIN Bus', 'Matlab']",33,23,2026-05-16T19:13:21.159783+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Southeast Michigan,High Voltage Power Electronics Architecture,"['BMS', 'High Voltage', 'LIN Bus', 'Matlab']",26,26,2026-05-16T19:13:21.159790+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",South Central Michigan,AUTOSAR & ISO 26262 Frameworks,"['Drivetrain Integration', 'ISO 26262', 'Thermal Management', 'UDS']",32,16,2026-05-16T19:13:21.159804+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Northwest Michigan,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'High Voltage', 'Matlab', 'Thermal Management']",16,13,2026-05-16T19:13:21.159814+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",East Michigan,AUTOSAR & ISO 26262 Frameworks,"['Embedded C++', 'High Voltage', 'LIN Bus', 'Lithium-ion Safety']",20,19,2026-05-16T19:13:21.159821+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",South Central Michigan,High Voltage Power Electronics Architecture,"['BMS', 'High Voltage', 'Matlab', 'Power Electronics']",32,25,2026-05-16T19:13:21.159829+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",Northwest Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'LIN Bus', 'Lithium-ion Safety', 'Power Electronics']",30,26,2026-05-16T19:13:21.159836+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",West Michigan,AUTOSAR & ISO 26262 Frameworks,"['High Voltage', 'LIN Bus', 'Matlab', 'Thermal Management']",15,24,2026-05-16T19:13:21.159843+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'High Voltage', 'Matlab', 'Simulink']",19,12,2026-05-16T19:13:21.159850+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",North East Michigan,High Voltage Power Electronics Architecture,"['BMS', 'Drivetrain Integration', 'Embedded C++', 'Thermal Management']",23,9,2026-05-16T19:13:21.159857+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['BMS', 'CAN Bus', 'Lithium-ion Safety', 'Thermal Management']",26,15,2026-05-16T19:13:21.159864+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['CAN Bus', 'Power Electronics', 'Simulink', 'Thermal Management']",28,22,2026-05-16T19:13:21.159871+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",West Michigan,AUTOSAR & ISO 26262 Frameworks,"['Drivetrain Integration', 'ISO 26262', 'LIN Bus', 'Thermal Management']",26,22,2026-05-16T19:13:21.159878+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Northwest Michigan,AUTOSAR & ISO 26262 Frameworks,"['AUTOSAR', 'CAN Bus', 'Power Electronics', 'Thermal Management']",23,21,2026-05-16T19:13:21.159885+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",High Voltage Systems Engineer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['BMS', 'Embedded C++', 'ISO 26262', 'LIN Bus']",22,17,2026-05-16T19:13:21.159892+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'Embedded C++', 'Simulink', 'UDS']",24,21,2026-05-16T19:13:21.159906+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",South Central Michigan,AUTOSAR & ISO 26262 Frameworks,"['BMS', 'High Voltage', 'LIN Bus', 'Power Electronics']",17,28,2026-05-16T19:13:21.159916+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",Southeast Michigan,"BMS Integration, Allen-Bradley Studio 5000","['BMS', 'LIN Bus', 'Matlab', 'Simulink']",22,10,2026-05-16T19:13:21.159924+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",EV Battery Engineer,"Michigan, USA",West Michigan,High Voltage Power Electronics Architecture,"['BMS', 'Lithium-ion Safety', 'Matlab', 'Power Electronics']",16,10,2026-05-16T19:13:21.159938+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Mobility Systems Architect,"Michigan, USA",Upper Peninsula,AUTOSAR & ISO 26262 Frameworks,"['CAN Bus', 'Matlab', 'Power Electronics', 'Thermal Management']",32,23,2026-05-16T19:13:21.159948+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",South Central Michigan,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'Embedded C++', 'ISO 26262', 'Thermal Management']",28,24,2026-05-16T19:13:21.159956+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",Upper Peninsula,"BMS Integration, Allen-Bradley Studio 5000","['Drivetrain Integration', 'Lithium-ion Safety', 'Simulink', 'Thermal Management']",30,23,2026-05-16T19:13:21.159963+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Northwest Michigan,High Voltage Power Electronics Architecture,"['Embedded C++', 'LIN Bus', 'Lithium-ion Safety', 'Power Electronics']",32,11,2026-05-16T19:13:21.159971+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",North East Michigan,"BMS Integration, Allen-Bradley Studio 5000","['CAN Bus', 'High Voltage', 'Lithium-ion Safety', 'Simulink']",34,14,2026-05-16T19:13:21.159978+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Drivetrain Calibration Specialist,"Michigan, USA",South Central Michigan,High Voltage Power Electronics Architecture,"['AUTOSAR', 'Drivetrain Integration', 'Embedded C++', 'Power Electronics']",15,21,2026-05-16T19:13:21.159985+00:00
Live Dynamic Tracker Pipeline (Validated Profile),"EV, Mobility & Automotive Manufacturing",Embedded Controls Developer,"Michigan, USA",Upper Peninsula,High Voltage Power Electronics Architecture,"['CAN Bus', 'Embedded C++', 'Lithium-ion Safety', 'Power Electronics']",26,15,2026-05-16T19:13:21.159992+00:00
